treat	cont	meso
2.8073E+2	2.8041E+2	meso1
2.8073E+2	2.8033E+2	meso1
2.8062E+2	2.8000E+2	meso1
2.8091E+2	2.7979E+2	meso1
2.8092E+2	2.8034E+2	meso1
2.8080E+2	2.8003E+2	meso1
2.8095E+2	2.7991E+2	meso1
2.8130E+2	2.8061E+2	meso1
2.8062E+2	2.8014E+2	meso1
2.8069E+2	2.7934E+2	meso1
2.8073E+2	2.7895E+2	meso1
2.8108E+2	2.7974E+2	meso1
2.8106E+2	2.8051E+2	meso1
2.8006E+2	2.7970E+2	meso1
2.8106E+2	2.7976E+2	meso1
2.8062E+2	2.7955E+2	meso1
2.8054E+2	2.7995E+2	meso1
2.8037E+2	2.8000E+2	meso1
2.8070E+2	2.7901E+2	meso1
2.8055E+2	2.8000E+2	meso1
2.8104E+2	2.7996E+2	meso1
2.8111E+2	2.7942E+2	meso1
2.8047E+2	2.8009E+2	meso1
2.8051E+2	2.7921E+2	meso1
2.8078E+2	2.7976E+2	meso1
2.8089E+2	2.8033E+2	meso1
2.8074E+2	2.7973E+2	meso1
2.8093E+2	2.7976E+2	meso1
2.8084E+2	2.7931E+2	meso1
2.8119E+2	2.7993E+2	meso1
2.8096E+2	2.7943E+2	meso1
2.8044E+2	2.8047E+2	meso1
2.8073E+2	2.7977E+2	meso1
2.8098E+2	2.7985E+2	meso1
2.8008E+2	2.8028E+2	meso1
2.8071E+2	2.7978E+2	meso1
2.8117E+2	2.8039E+2	meso1
2.8077E+2	2.7964E+2	meso1
2.8087E+2	2.7939E+2	meso1
2.8081E+2	2.8004E+2	meso1
2.8046E+2	2.8040E+2	meso1
2.8071E+2	2.7947E+2	meso1
2.8063E+2	2.7995E+2	meso1
2.8100E+2	2.7974E+2	meso1
2.8100E+2	2.7948E+2	meso1
2.8109E+2	2.8027E+2	meso1
2.8073E+2	2.7964E+2	meso1
2.8063E+2	2.7902E+2	meso1
2.8094E+2	2.7930E+2	meso1
2.8046E+2	2.7878E+2	meso1
2.8046E+2	2.7983E+2	meso1
2.8086E+2	2.7959E+2	meso1
2.8021E+2	2.7925E+2	meso1
2.8101E+2	2.7955E+2	meso1
2.8041E+2	2.7983E+2	meso1
2.8095E+2	2.8017E+2	meso1
2.8109E+2	2.8042E+2	meso1
2.8089E+2	2.8002E+2	meso1
2.8075E+2	2.7952E+2	meso1
2.8139E+2	2.7963E+2	meso1
2.8075E+2	2.8022E+2	meso1
2.8085E+2	2.7949E+2	meso1
2.8076E+2	2.8044E+2	meso1
2.8129E+2	2.7969E+2	meso1
2.8101E+2	2.8009E+2	meso1
2.8125E+2	2.8039E+2	meso1
2.8107E+2	2.8068E+2	meso1
2.8112E+2	2.7942E+2	meso1
2.8116E+2	2.7970E+2	meso1
2.8104E+2	2.7964E+2	meso1
2.8110E+2	2.8024E+2	meso1
2.8088E+2	2.8025E+2	meso1
2.8080E+2	2.8007E+2	meso1
2.8085E+2	2.7942E+2	meso1
2.8090E+2	2.7984E+2	meso1
2.8114E+2	2.7941E+2	meso1
2.8099E+2	2.8020E+2	meso1
2.8095E+2	2.7977E+2	meso1
2.8127E+2	2.7988E+2	meso1
2.8094E+2	2.7980E+2	meso1
2.8101E+2	2.7987E+2	meso1
2.8081E+2	2.8037E+2	meso1
2.8104E+2	2.8007E+2	meso1
2.8089E+2	2.7987E+2	meso1
2.8041E+2	2.8044E+2	meso1
2.8143E+2	2.7949E+2	meso1
2.8129E+2	2.8006E+2	meso1
2.8049E+2	2.8036E+2	meso1
2.8127E+2	2.7974E+2	meso1
2.8039E+2	2.8082E+2	meso1
2.8143E+2	2.8014E+2	meso1
2.8081E+2	2.8045E+2	meso1
2.8123E+2	2.8019E+2	meso1
2.8022E+2	2.8022E+2	meso1
2.8078E+2	2.8072E+2	meso1
2.8112E+2	2.7973E+2	meso1
2.8066E+2	2.7927E+2	meso1
2.8117E+2	2.7997E+2	meso1
2.8156E+2	2.7965E+2	meso1
2.8077E+2	2.8018E+2	meso1
2.8080E+2	2.8036E+2	meso1
2.8124E+2	2.8027E+2	meso1
2.8136E+2	2.8005E+2	meso1
2.8095E+2	2.7988E+2	meso1
2.8109E+2	2.7950E+2	meso1
2.8071E+2	2.8013E+2	meso1
2.8107E+2	2.7975E+2	meso1
2.8043E+2	2.8048E+2	meso1
2.8095E+2	2.7973E+2	meso1
2.8100E+2	2.8048E+2	meso1
2.8112E+2	2.8018E+2	meso1
2.8138E+2	2.7969E+2	meso1
2.8142E+2	2.8035E+2	meso1
2.8117E+2	2.8006E+2	meso1
2.8116E+2	2.8043E+2	meso1
2.8181E+2	2.8002E+2	meso1
2.8117E+2	2.8038E+2	meso1
2.8099E+2	2.8031E+2	meso1
2.8133E+2	2.8017E+2	meso1
2.8132E+2	2.8025E+2	meso1
2.8116E+2	2.7934E+2	meso1
2.8147E+2	2.7950E+2	meso1
2.8086E+2	2.8033E+2	meso1
2.8016E+2	2.8053E+2	meso1
2.8130E+2	2.8060E+2	meso1
2.8109E+2	2.8024E+2	meso1
2.8112E+2	2.7992E+2	meso1
2.8089E+2	2.7987E+2	meso1
2.8118E+2	2.7925E+2	meso1
2.8093E+2	2.7959E+2	meso1
2.8127E+2	2.7928E+2	meso1
2.8097E+2	2.7977E+2	meso1
2.8147E+2	2.7953E+2	meso1
2.8084E+2	2.7945E+2	meso1
2.8096E+2	2.8056E+2	meso1
2.8094E+2	2.8002E+2	meso1
2.8093E+2	2.8039E+2	meso1
2.8156E+2	2.8061E+2	meso1
2.8119E+2	2.8084E+2	meso1
2.8118E+2	2.7921E+2	meso1
2.8107E+2	2.8048E+2	meso1
2.8155E+2	2.7953E+2	meso1
2.8115E+2	2.8019E+2	meso1
2.8108E+2	2.7894E+2	meso1
2.8116E+2	2.8047E+2	meso1
2.8121E+2	2.8066E+2	meso1
2.8119E+2	2.8046E+2	meso1
2.8147E+2	2.7991E+2	meso1
2.8109E+2	2.7959E+2	meso1
2.8117E+2	2.7992E+2	meso1
2.8134E+2	2.7974E+2	meso1
2.8144E+2	2.8061E+2	meso1
2.8112E+2	2.8037E+2	meso1
2.8140E+2	2.8070E+2	meso1
2.8094E+2	2.7951E+2	meso1
2.8159E+2	2.7909E+2	meso1
2.8122E+2	2.7906E+2	meso1
2.8132E+2	2.8014E+2	meso1
2.8104E+2	2.7969E+2	meso1
2.8148E+2	2.7990E+2	meso1
2.8122E+2	2.7956E+2	meso1
2.8118E+2	2.8038E+2	meso1
2.8088E+2	2.8014E+2	meso1
2.8097E+2	2.7961E+2	meso1
2.8112E+2	2.7938E+2	meso1
2.8121E+2	2.8011E+2	meso1
2.8127E+2	2.7992E+2	meso1
2.8062E+2	2.8023E+2	meso1
2.8126E+2	2.7950E+2	meso1
2.8140E+2	2.7903E+2	meso1
2.8141E+2	2.8026E+2	meso1
2.8125E+2	2.7961E+2	meso1
2.8075E+2	2.7968E+2	meso1
2.8121E+2	2.7956E+2	meso1
2.8060E+2	2.7963E+2	meso1
2.8170E+2	2.8020E+2	meso1
2.8127E+2	2.8017E+2	meso1
2.8117E+2	2.7980E+2	meso1
2.8064E+2	2.8049E+2	meso1
2.8085E+2	2.8021E+2	meso1
2.8077E+2	2.7927E+2	meso1
2.8074E+2	2.8004E+2	meso1
2.8129E+2	2.8070E+2	meso1
2.8123E+2	2.7903E+2	meso1
2.8104E+2	2.7945E+2	meso1
2.8127E+2	2.7965E+2	meso1
2.8134E+2	2.7989E+2	meso1
2.8089E+2	2.7976E+2	meso1
2.8128E+2	2.7963E+2	meso1
2.8111E+2	2.7954E+2	meso1
2.8121E+2	2.7968E+2	meso1
2.8098E+2	2.8004E+2	meso1
2.8116E+2	2.7966E+2	meso1
2.8168E+2	2.7939E+2	meso1
2.8055E+2	2.8011E+2	meso1
2.8121E+2	2.7956E+2	meso1
2.8056E+2	2.7967E+2	meso1
2.8095E+2	2.7945E+2	meso1
2.8117E+2	2.7966E+2	meso1
2.8167E+2	2.8051E+2	meso1
2.8093E+2	2.7900E+2	meso1
2.8130E+2	2.8055E+2	meso1
2.8087E+2	2.7942E+2	meso1
2.8152E+2	2.7998E+2	meso1
2.8180E+2	2.7937E+2	meso1
2.8154E+2	2.8021E+2	meso1
2.8155E+2	2.7963E+2	meso1
2.8105E+2	2.7938E+2	meso1
2.8188E+2	2.8051E+2	meso1
2.8175E+2	2.8069E+2	meso1
2.8132E+2	2.8009E+2	meso1
2.8168E+2	2.8008E+2	meso1
2.8152E+2	2.7990E+2	meso1
2.8093E+2	2.8084E+2	meso1
2.8105E+2	2.8025E+2	meso1
2.8218E+2	2.7987E+2	meso1
2.8183E+2	2.8039E+2	meso1
2.8130E+2	2.8040E+2	meso1
2.8201E+2	2.8039E+2	meso1
2.8156E+2	2.7986E+2	meso1
2.8173E+2	2.8048E+2	meso1
2.8191E+2	2.7935E+2	meso1
2.8208E+2	2.8001E+2	meso1
2.8195E+2	2.8005E+2	meso1
2.8235E+2	2.7889E+2	meso1
2.8178E+2	2.8016E+2	meso1
2.8152E+2	2.7965E+2	meso1
2.8204E+2	2.8083E+2	meso1
2.8205E+2	2.8066E+2	meso1
2.8163E+2	2.8044E+2	meso1
2.8189E+2	2.8064E+2	meso1
2.8206E+2	2.8092E+2	meso1
2.8254E+2	2.8079E+2	meso1
2.8200E+2	2.8042E+2	meso1
2.8173E+2	2.8131E+2	meso1
2.8170E+2	2.8054E+2	meso1
2.8208E+2	2.7961E+2	meso1
2.8141E+2	2.7970E+2	meso1
2.8201E+2	2.8049E+2	meso1
2.8140E+2	2.8025E+2	meso1
2.8218E+2	2.8007E+2	meso1
2.8147E+2	2.8088E+2	meso1
2.8145E+2	2.7970E+2	meso1
2.8170E+2	2.8069E+2	meso1
2.8072E+2	2.8082E+2	meso1
2.8148E+2	2.8082E+2	meso1
2.8128E+2	2.7929E+2	meso1
2.8147E+2	2.7997E+2	meso1
2.8151E+2	2.8080E+2	meso1
2.8140E+2	2.8161E+2	meso1
2.8138E+2	2.8000E+2	meso1
2.8202E+2	2.8094E+2	meso1
2.8236E+2	2.8036E+2	meso1
2.8181E+2	2.8107E+2	meso1
2.8171E+2	2.8019E+2	meso1
2.8230E+2	2.8059E+2	meso1
2.8136E+2	2.8066E+2	meso1
2.8144E+2	2.8045E+2	meso1
2.8222E+2	2.8039E+2	meso1
2.8159E+2	2.8076E+2	meso1
2.8199E+2	2.8044E+2	meso1
2.8168E+2	2.8062E+2	meso1
2.8133E+2	2.8043E+2	meso1
2.8137E+2	2.8091E+2	meso1
2.8158E+2	2.8002E+2	meso1
2.8105E+2	2.8116E+2	meso1
2.8147E+2	2.8081E+2	meso1
2.8199E+2	2.8042E+2	meso1
2.8186E+2	2.8144E+2	meso1
2.8183E+2	2.7999E+2	meso1
2.8161E+2	2.8096E+2	meso1
2.8222E+2	2.8068E+2	meso1
2.8169E+2	2.8033E+2	meso1
2.8214E+2	2.8047E+2	meso1
2.8212E+2	2.8089E+2	meso1
2.8198E+2	2.8062E+2	meso1
2.8121E+2	2.8073E+2	meso1
2.8200E+2	2.8077E+2	meso1
2.8181E+2	2.8081E+2	meso1
2.8088E+2	2.8124E+2	meso1
2.8110E+2	2.8050E+2	meso1
2.8156E+2	2.8081E+2	meso1
2.8168E+2	2.8094E+2	meso1
2.8236E+2	2.8054E+2	meso1
2.8139E+2	2.8044E+2	meso1
2.8194E+2	2.8129E+2	meso1
2.8221E+2	2.8024E+2	meso1
2.8196E+2	2.8107E+2	meso1
2.8227E+2	2.8085E+2	meso1
2.8216E+2	2.8074E+2	meso1
2.8160E+2	2.8010E+2	meso1
2.8160E+2	2.8098E+2	meso1
2.8204E+2	2.8020E+2	meso1
2.8259E+2	2.8125E+2	meso1
2.8205E+2	2.8119E+2	meso1
2.8177E+2	2.8099E+2	meso1
2.8111E+2	2.8077E+2	meso1
2.8157E+2	2.8093E+2	meso1
2.8195E+2	2.8098E+2	meso1
2.8164E+2	2.8003E+2	meso1
2.8146E+2	2.8103E+2	meso1
2.8185E+2	2.8109E+2	meso1
2.8126E+2	2.8074E+2	meso1
2.8129E+2	2.8056E+2	meso1
2.8183E+2	2.8026E+2	meso1
2.8184E+2	2.8073E+2	meso1
2.8227E+2	2.8078E+2	meso1
2.8205E+2	2.8066E+2	meso1
2.8091E+2	2.8063E+2	meso1
2.8148E+2	2.8090E+2	meso1
2.8177E+2	2.8060E+2	meso1
2.8190E+2	2.8119E+2	meso1
2.8174E+2	2.8081E+2	meso1
2.8189E+2	2.8047E+2	meso1
2.8201E+2	2.8065E+2	meso1
2.8169E+2	2.8081E+2	meso1
2.8203E+2	2.8073E+2	meso1
2.8211E+2	2.8015E+2	meso1
2.8171E+2	2.8088E+2	meso1
2.8158E+2	2.8074E+2	meso1
2.8151E+2	2.8057E+2	meso1
2.8228E+2	2.8052E+2	meso1
2.8213E+2	2.8016E+2	meso1
2.8136E+2	2.8049E+2	meso1
2.8123E+2	2.8046E+2	meso1
2.8219E+2	2.8039E+2	meso1
2.8167E+2	2.8030E+2	meso1
2.8186E+2	2.8014E+2	meso1
2.8205E+2	2.8058E+2	meso1
2.8162E+2	2.8058E+2	meso1
2.8206E+2	2.8039E+2	meso1
2.8156E+2	2.8091E+2	meso1
2.8114E+2	2.8054E+2	meso1
2.8188E+2	2.8004E+2	meso1
2.8159E+2	2.8050E+2	meso1
2.8235E+2	2.8061E+2	meso1
2.8219E+2	2.8044E+2	meso1
2.8178E+2	2.8129E+2	meso1
2.8180E+2	2.8066E+2	meso1
2.8246E+2	2.8045E+2	meso1
2.8217E+2	2.8075E+2	meso1
2.8133E+2	2.8068E+2	meso1
2.8132E+2	2.8092E+2	meso1
2.8197E+2	2.8053E+2	meso1
2.8194E+2	2.8021E+2	meso1
2.8186E+2	2.8049E+2	meso1
2.8215E+2	2.8046E+2	meso1
2.8109E+2	2.8040E+2	meso1
2.8193E+2	2.8030E+2	meso1
2.8187E+2	2.8041E+2	meso1
2.8226E+2	2.8072E+2	meso1
2.8131E+2	2.8055E+2	meso1
2.8130E+2	2.8099E+2	meso1
2.8207E+2	2.8085E+2	meso1
2.8216E+2	2.8008E+2	meso1
2.8208E+2	2.8090E+2	meso1
2.8207E+2	2.8037E+2	meso1
2.8222E+2	2.8102E+2	meso1
2.8142E+2	2.8072E+2	meso1
2.8183E+2	2.8042E+2	meso1
2.8095E+2	2.8068E+2	meso1
2.8219E+2	2.8121E+2	meso1
2.8170E+2	2.8070E+2	meso1
2.8175E+2	2.8115E+2	meso1
2.8090E+2	2.8076E+2	meso1
2.8156E+2	2.8135E+2	meso1
2.8188E+2	2.8071E+2	meso1
2.8216E+2	2.8060E+2	meso1
2.8251E+2	2.8080E+2	meso1
2.8199E+2	2.8081E+2	meso1
2.8213E+2	2.8089E+2	meso1
2.8197E+2	2.8094E+2	meso1
2.8215E+2	2.8039E+2	meso1
2.8135E+2	2.8138E+2	meso1
2.8178E+2	2.8045E+2	meso1
2.8135E+2	2.8136E+2	meso1
2.8166E+2	2.8109E+2	meso1
2.8197E+2	2.8090E+2	meso1
2.8192E+2	2.8129E+2	meso1
2.8225E+2	2.8057E+2	meso1
2.8212E+2	2.8122E+2	meso1
2.8176E+2	2.8095E+2	meso1
2.8210E+2	2.8144E+2	meso1
2.8238E+2	2.8218E+2	meso1
2.8213E+2	2.8114E+2	meso1
2.8194E+2	2.8136E+2	meso1
2.8241E+2	2.8158E+2	meso1
2.8213E+2	2.8127E+2	meso1
2.8198E+2	2.8080E+2	meso1
2.8243E+2	2.8115E+2	meso1
2.8225E+2	2.8033E+2	meso1
2.8220E+2	2.8103E+2	meso1
2.8219E+2	2.8103E+2	meso1
2.8234E+2	2.8062E+2	meso1
2.8200E+2	2.8083E+2	meso1
2.8215E+2	2.8130E+2	meso1
2.8192E+2	2.8164E+2	meso1
2.8196E+2	2.8094E+2	meso1
2.8267E+2	2.8105E+2	meso1
2.8206E+2	2.8062E+2	meso1
2.8225E+2	2.8042E+2	meso1
2.8245E+2	2.8101E+2	meso1
2.8162E+2	2.8164E+2	meso1
2.8227E+2	2.8120E+2	meso1
2.8238E+2	2.8064E+2	meso1
2.8205E+2	2.8154E+2	meso1
2.8245E+2	2.8103E+2	meso1
2.8204E+2	2.8239E+2	meso1
2.8233E+2	2.8095E+2	meso1
2.8166E+2	2.8095E+2	meso1
2.8228E+2	2.8118E+2	meso1
2.8205E+2	2.8109E+2	meso1
2.8280E+2	2.8188E+2	meso1
2.8253E+2	2.8150E+2	meso1
2.8242E+2	2.8155E+2	meso1
2.8216E+2	2.8140E+2	meso1
2.8201E+2	2.8123E+2	meso1
2.8283E+2	2.8199E+2	meso1
2.8260E+2	2.8146E+2	meso1
2.8204E+2	2.8116E+2	meso1
2.8187E+2	2.8167E+2	meso1
2.8244E+2	2.8178E+2	meso1
2.8260E+2	2.8063E+2	meso1
2.8241E+2	2.8185E+2	meso1
2.8228E+2	2.8135E+2	meso1
2.8232E+2	2.8129E+2	meso1
2.8283E+2	2.8120E+2	meso1
2.8245E+2	2.8196E+2	meso1
2.8210E+2	2.8177E+2	meso1
2.8166E+2	2.8180E+2	meso1
2.8173E+2	2.8160E+2	meso1
2.8232E+2	2.8156E+2	meso1
2.8207E+2	2.8167E+2	meso1
2.8122E+2	2.8119E+2	meso1
2.8216E+2	2.8100E+2	meso1
2.8186E+2	2.8156E+2	meso1
2.8175E+2	2.8139E+2	meso1
2.8261E+2	2.8157E+2	meso1
2.8144E+2	2.8170E+2	meso1
2.8214E+2	2.8213E+2	meso1
2.8242E+2	2.8169E+2	meso1
2.8225E+2	2.8205E+2	meso1
2.8152E+2	2.8147E+2	meso1
2.8190E+2	2.8165E+2	meso1
2.8194E+2	2.8195E+2	meso1
2.8219E+2	2.8188E+2	meso1
2.8240E+2	2.8157E+2	meso1
2.8203E+2	2.8166E+2	meso1
2.8187E+2	2.8113E+2	meso1
2.8294E+2	2.8048E+2	meso1
2.8232E+2	2.8237E+2	meso1
2.8234E+2	2.8190E+2	meso1
2.8291E+2	2.8226E+2	meso1
2.8259E+2	2.8159E+2	meso1
2.8264E+2	2.8151E+2	meso1
2.8222E+2	2.8162E+2	meso1
2.8215E+2	2.8082E+2	meso1
2.8280E+2	2.8194E+2	meso1
2.8164E+2	2.8132E+2	meso1
2.8152E+2	2.8186E+2	meso1
2.8219E+2	2.8170E+2	meso1
2.8192E+2	2.8207E+2	meso1
2.8231E+2	2.8227E+2	meso1
2.8197E+2	2.8119E+2	meso1
2.8236E+2	2.8194E+2	meso1
2.8237E+2	2.8169E+2	meso1
2.8306E+2	2.8178E+2	meso1
2.8289E+2	2.8178E+2	meso1
2.8185E+2	2.8230E+2	meso1
2.8205E+2	2.8246E+2	meso1
2.8248E+2	2.8189E+2	meso1
2.8212E+2	2.8181E+2	meso1
2.8319E+2	2.8206E+2	meso1
2.8252E+2	2.8181E+2	meso1
2.8161E+2	2.8185E+2	meso1
2.8219E+2	2.8253E+2	meso1
2.8343E+2	2.8246E+2	meso1
2.8327E+2	2.8264E+2	meso1
2.8240E+2	2.8173E+2	meso1
2.8272E+2	2.8128E+2	meso1
2.8305E+2	2.8222E+2	meso1
2.8264E+2	2.8164E+2	meso1
2.8249E+2	2.8210E+2	meso1
2.8273E+2	2.8242E+2	meso1
2.8283E+2	2.8191E+2	meso1
2.8284E+2	2.8301E+2	meso1
2.8339E+2	2.8116E+2	meso1
2.8240E+2	2.8221E+2	meso1
2.8360E+2	2.8180E+2	meso1
2.8324E+2	2.8213E+2	meso1
2.8207E+2	2.8199E+2	meso1
2.8362E+2	2.8202E+2	meso1
2.8342E+2	2.8205E+2	meso1
2.8341E+2	2.8191E+2	meso1
2.8296E+2	2.8222E+2	meso1
2.8308E+2	2.8169E+2	meso1
2.8307E+2	2.8211E+2	meso1
2.8298E+2	2.8247E+2	meso1
2.8345E+2	2.8212E+2	meso1
2.8330E+2	2.8200E+2	meso1
2.8284E+2	2.8229E+2	meso1
2.8301E+2	2.8264E+2	meso1
2.8321E+2	2.8188E+2	meso1
2.8396E+2	2.8248E+2	meso1
2.8335E+2	2.8275E+2	meso1
2.8349E+2	2.8180E+2	meso1
2.8304E+2	2.8245E+2	meso1
2.8320E+2	2.8270E+2	meso1
2.8374E+2	2.8237E+2	meso1
2.8370E+2	2.8265E+2	meso1
2.8394E+2	2.8119E+2	meso1
2.8367E+2	2.8304E+2	meso1
2.8433E+2	2.8225E+2	meso1
2.8314E+2	2.8270E+2	meso1
2.8356E+2	2.8252E+2	meso1
2.8285E+2	2.8210E+2	meso1
2.8311E+2	2.8296E+2	meso1
2.8345E+2	2.8215E+2	meso1
2.8376E+2	2.8242E+2	meso1
2.8350E+2	2.8224E+2	meso1
2.8348E+2	2.8263E+2	meso1
2.8366E+2	2.8336E+2	meso1
2.8368E+2	2.8247E+2	meso1
2.8371E+2	2.8221E+2	meso1
2.8305E+2	2.8167E+2	meso1
2.8358E+2	2.8265E+2	meso1
2.8392E+2	2.8240E+2	meso1
2.8397E+2	2.8290E+2	meso1
2.8396E+2	2.8205E+2	meso1
2.8395E+2	2.8230E+2	meso1
2.8343E+2	2.8182E+2	meso1
2.8341E+2	2.8169E+2	meso1
2.8338E+2	2.8265E+2	meso1
2.8280E+2	2.8241E+2	meso1
2.8333E+2	2.8265E+2	meso1
2.8358E+2	2.8286E+2	meso1
2.8334E+2	2.8300E+2	meso1
2.8352E+2	2.8197E+2	meso1
2.8352E+2	2.8222E+2	meso1
2.8372E+2	2.8230E+2	meso1
2.8373E+2	2.8198E+2	meso1
2.8276E+2	2.8267E+2	meso1
2.8273E+2	2.8188E+2	meso1
2.8365E+2	2.8300E+2	meso1
2.8353E+2	2.8234E+2	meso1
2.8348E+2	2.8262E+2	meso1
2.8333E+2	2.8231E+2	meso1
2.8323E+2	2.8359E+2	meso1
2.8366E+2	2.8270E+2	meso1
2.8389E+2	2.8230E+2	meso1
2.8309E+2	2.8278E+2	meso1
2.8361E+2	2.8272E+2	meso1
2.8330E+2	2.8223E+2	meso1
2.8308E+2	2.8334E+2	meso1
2.8342E+2	2.8184E+2	meso1
2.8369E+2	2.8255E+2	meso1
2.8346E+2	2.8310E+2	meso1
2.8321E+2	2.8275E+2	meso1
2.8286E+2	2.8246E+2	meso1
2.8340E+2	2.8250E+2	meso1
2.8331E+2	2.8188E+2	meso1
2.8332E+2	2.8263E+2	meso1
2.8325E+2	2.8284E+2	meso1
2.8344E+2	2.8221E+2	meso1
2.8281E+2	2.8268E+2	meso1
2.8351E+2	2.8292E+2	meso1
2.8294E+2	2.8277E+2	meso1
2.8333E+2	2.8221E+2	meso1
2.8291E+2	2.8292E+2	meso1
2.8395E+2	2.8281E+2	meso1
2.8320E+2	2.8208E+2	meso1
2.8327E+2	2.8232E+2	meso1
2.8379E+2	2.8208E+2	meso1
2.8337E+2	2.8237E+2	meso1
2.8320E+2	2.8229E+2	meso1
2.8350E+2	2.8241E+2	meso1
2.8323E+2	2.8252E+2	meso1
2.8311E+2	2.8291E+2	meso1
2.8404E+2	2.8279E+2	meso1
2.8362E+2	2.8240E+2	meso1
2.8358E+2	2.8250E+2	meso1
2.8327E+2	2.8237E+2	meso1
2.8372E+2	2.8263E+2	meso1
2.8343E+2	2.8263E+2	meso1
2.8382E+2	2.8197E+2	meso1
2.8309E+2	2.8294E+2	meso1
2.8342E+2	2.8184E+2	meso1
2.8353E+2	2.8293E+2	meso1
2.8333E+2	2.8299E+2	meso1
2.8445E+2	2.8233E+2	meso1
2.8399E+2	2.8227E+2	meso1
2.8364E+2	2.8309E+2	meso1
2.8298E+2	2.8268E+2	meso1
2.8394E+2	2.8288E+2	meso1
2.8378E+2	2.8285E+2	meso1
2.8376E+2	2.8202E+2	meso1
2.8301E+2	2.8265E+2	meso1
2.8395E+2	2.8331E+2	meso1
2.8374E+2	2.8292E+2	meso1
2.8365E+2	2.8211E+2	meso1
2.8361E+2	2.8226E+2	meso1
2.8404E+2	2.8286E+2	meso1
2.8354E+2	2.8323E+2	meso1
2.8316E+2	2.8288E+2	meso1
2.8368E+2	2.8296E+2	meso1
2.8310E+2	2.8310E+2	meso1
2.8420E+2	2.8247E+2	meso1
2.8406E+2	2.8300E+2	meso1
2.8375E+2	2.8246E+2	meso1
2.8335E+2	2.8243E+2	meso1
2.8434E+2	2.8307E+2	meso1
2.8315E+2	2.8322E+2	meso1
2.8375E+2	2.8251E+2	meso1
2.8329E+2	2.8217E+2	meso1
2.8402E+2	2.8334E+2	meso1
2.8389E+2	2.8227E+2	meso1
2.8365E+2	2.8256E+2	meso1
2.8377E+2	2.8269E+2	meso1
2.8367E+2	2.8265E+2	meso1
2.8403E+2	2.8218E+2	meso1
2.8350E+2	2.8268E+2	meso1
2.8358E+2	2.8267E+2	meso1
2.8391E+2	2.8284E+2	meso1
2.8318E+2	2.8243E+2	meso1
2.8343E+2	2.8336E+2	meso1
2.8355E+2	2.8281E+2	meso1
2.8347E+2	2.8296E+2	meso1
2.8393E+2	2.8364E+2	meso1
2.8380E+2	2.8223E+2	meso1
2.8423E+2	2.8359E+2	meso1
2.8375E+2	2.8336E+2	meso1
2.8421E+2	2.8253E+2	meso1
2.8406E+2	2.8331E+2	meso1
2.8388E+2	2.8274E+2	meso1
2.8495E+2	2.8273E+2	meso1
2.8338E+2	2.8258E+2	meso1
2.8421E+2	2.8289E+2	meso1
2.8424E+2	2.8272E+2	meso1
2.8388E+2	2.8292E+2	meso1
2.8434E+2	2.8306E+2	meso1
2.8415E+2	2.8310E+2	meso1
2.8404E+2	2.8270E+2	meso1
2.8372E+2	2.8364E+2	meso1
2.8391E+2	2.8249E+2	meso1
2.8402E+2	2.8309E+2	meso1
2.8433E+2	2.8239E+2	meso1
2.8358E+2	2.8217E+2	meso1
2.8449E+2	2.8312E+2	meso1
2.8378E+2	2.8255E+2	meso1
2.8364E+2	2.8231E+2	meso1
2.8385E+2	2.8327E+2	meso1
2.8367E+2	2.8305E+2	meso1
2.8392E+2	2.8373E+2	meso1
2.8375E+2	2.8361E+2	meso1
2.8469E+2	2.8288E+2	meso1
2.8404E+2	2.8377E+2	meso1
2.8381E+2	2.8386E+2	meso1
2.8395E+2	2.8406E+2	meso1
2.8398E+2	2.8284E+2	meso1
2.8384E+2	2.8277E+2	meso1
2.8400E+2	2.8341E+2	meso1
2.8467E+2	2.8317E+2	meso1
2.8462E+2	2.8306E+2	meso1
2.8465E+2	2.8281E+2	meso1
2.8455E+2	2.8296E+2	meso1
2.8391E+2	2.8257E+2	meso1
2.8434E+2	2.8292E+2	meso1
2.8410E+2	2.8301E+2	meso1
2.8438E+2	2.8335E+2	meso1
2.8439E+2	2.8359E+2	meso1
2.8412E+2	2.8321E+2	meso1
2.8483E+2	2.8316E+2	meso1
2.8449E+2	2.8332E+2	meso1
2.8444E+2	2.8347E+2	meso1
2.8382E+2	2.8313E+2	meso1
2.8435E+2	2.8377E+2	meso1
2.8472E+2	2.8311E+2	meso1
2.8390E+2	2.8345E+2	meso1
2.8435E+2	2.8313E+2	meso1
2.8475E+2	2.8372E+2	meso1
2.8486E+2	2.8248E+2	meso1
2.8474E+2	2.8234E+2	meso1
2.8414E+2	2.8338E+2	meso1
2.8430E+2	2.8348E+2	meso1
2.8457E+2	2.8352E+2	meso1
2.8467E+2	2.8360E+2	meso1
2.8386E+2	2.8239E+2	meso1
2.8374E+2	2.8313E+2	meso1
2.8425E+2	2.8350E+2	meso1
2.8380E+2	2.8374E+2	meso1
2.8453E+2	2.8298E+2	meso1
2.8408E+2	2.8315E+2	meso1
2.8432E+2	2.8285E+2	meso1
2.8446E+2	2.8399E+2	meso1
2.8425E+2	2.8370E+2	meso1
2.8440E+2	2.8328E+2	meso1
2.8482E+2	2.8363E+2	meso1
2.8503E+2	2.8392E+2	meso1
2.8437E+2	2.8411E+2	meso1
