treat	cont	meso
2.7170E+2	2.7096E+2	meso1
2.7244E+2	2.7064E+2	meso1
2.7240E+2	2.7068E+2	meso1
2.7232E+2	2.7081E+2	meso1
2.7244E+2	2.7033E+2	meso1
2.7187E+2	2.7088E+2	meso1
2.7225E+2	2.7081E+2	meso1
2.7327E+2	2.7072E+2	meso1
2.7234E+2	2.7110E+2	meso1
2.7358E+2	2.7086E+2	meso1
2.7318E+2	2.7060E+2	meso1
2.7233E+2	2.7081E+2	meso1
2.7273E+2	2.7119E+2	meso1
2.7200E+2	2.7104E+2	meso1
2.7290E+2	2.7121E+2	meso1
2.7280E+2	2.7094E+2	meso1
2.7239E+2	2.7064E+2	meso1
2.7283E+2	2.7052E+2	meso1
2.7265E+2	2.7089E+2	meso1
2.7227E+2	2.7111E+2	meso1
2.7235E+2	2.7029E+2	meso1
2.7240E+2	2.7098E+2	meso1
2.7224E+2	2.7066E+2	meso1
2.7308E+2	2.7118E+2	meso1
2.7214E+2	2.7044E+2	meso1
2.7244E+2	2.7080E+2	meso1
2.7288E+2	2.7085E+2	meso1
2.7257E+2	2.7080E+2	meso1
2.7244E+2	2.7093E+2	meso1
2.7267E+2	2.7111E+2	meso1
2.7244E+2	2.7093E+2	meso1
2.7246E+2	2.7041E+2	meso1
2.7211E+2	2.7062E+2	meso1
2.7249E+2	2.7044E+2	meso1
2.7203E+2	2.7071E+2	meso1
2.7261E+2	2.7095E+2	meso1
2.7247E+2	2.7104E+2	meso1
2.7289E+2	2.7125E+2	meso1
2.7257E+2	2.7113E+2	meso1
2.7275E+2	2.7131E+2	meso1
2.7214E+2	2.7125E+2	meso1
2.7251E+2	2.7134E+2	meso1
2.7236E+2	2.7048E+2	meso1
2.7240E+2	2.7058E+2	meso1
2.7199E+2	2.7062E+2	meso1
2.7154E+2	2.7089E+2	meso1
2.7239E+2	2.7065E+2	meso1
2.7236E+2	2.7081E+2	meso1
2.7321E+2	2.7124E+2	meso1
2.7214E+2	2.7083E+2	meso1
2.7281E+2	2.7055E+2	meso1
2.7288E+2	2.7067E+2	meso1
2.7235E+2	2.7132E+2	meso1
2.7274E+2	2.7088E+2	meso1
2.7325E+2	2.7080E+2	meso1
2.7302E+2	2.7082E+2	meso1
2.7290E+2	2.7103E+2	meso1
2.7291E+2	2.7089E+2	meso1
2.7271E+2	2.7082E+2	meso1
2.7271E+2	2.7071E+2	meso1
2.7303E+2	2.7105E+2	meso1
2.7252E+2	2.7109E+2	meso1
2.7322E+2	2.7101E+2	meso1
2.7240E+2	2.7102E+2	meso1
2.7194E+2	2.7100E+2	meso1
2.7300E+2	2.7104E+2	meso1
2.7259E+2	2.7110E+2	meso1
2.7258E+2	2.7102E+2	meso1
2.7305E+2	2.7083E+2	meso1
2.7218E+2	2.7172E+2	meso1
2.7302E+2	2.7076E+2	meso1
2.7257E+2	2.7115E+2	meso1
2.7305E+2	2.7107E+2	meso1
2.7242E+2	2.7196E+2	meso1
2.7284E+2	2.7140E+2	meso1
2.7314E+2	2.7134E+2	meso1
2.7299E+2	2.7121E+2	meso1
2.7319E+2	2.7112E+2	meso1
2.7283E+2	2.7134E+2	meso1
2.7267E+2	2.7124E+2	meso1
2.7277E+2	2.7111E+2	meso1
2.7245E+2	2.7102E+2	meso1
2.7292E+2	2.7089E+2	meso1
2.7342E+2	2.7130E+2	meso1
2.7339E+2	2.7098E+2	meso1
2.7303E+2	2.7118E+2	meso1
2.7315E+2	2.7130E+2	meso1
2.7298E+2	2.7105E+2	meso1
2.7256E+2	2.7101E+2	meso1
2.7250E+2	2.7116E+2	meso1
2.7367E+2	2.7117E+2	meso1
2.7377E+2	2.7168E+2	meso1
2.7266E+2	2.7100E+2	meso1
2.7329E+2	2.7104E+2	meso1
2.7309E+2	2.7140E+2	meso1
2.7268E+2	2.7152E+2	meso1
2.7336E+2	2.7133E+2	meso1
2.7340E+2	2.7135E+2	meso1
2.7303E+2	2.7100E+2	meso1
2.7314E+2	2.7096E+2	meso1
2.7285E+2	2.7117E+2	meso1
2.7357E+2	2.7134E+2	meso1
2.7295E+2	2.7127E+2	meso1
2.7284E+2	2.7103E+2	meso1
2.7303E+2	2.7113E+2	meso1
2.7334E+2	2.7154E+2	meso1
2.7341E+2	2.7127E+2	meso1
2.7237E+2	2.7188E+2	meso1
2.7353E+2	2.7155E+2	meso1
2.7348E+2	2.7134E+2	meso1
2.7330E+2	2.7095E+2	meso1
2.7295E+2	2.7098E+2	meso1
2.7354E+2	2.7119E+2	meso1
2.7331E+2	2.7150E+2	meso1
2.7336E+2	2.7126E+2	meso1
2.7326E+2	2.7156E+2	meso1
2.7349E+2	2.7168E+2	meso1
2.7299E+2	2.7144E+2	meso1
2.7337E+2	2.7136E+2	meso1
2.7311E+2	2.7102E+2	meso1
2.7307E+2	2.7155E+2	meso1
2.7326E+2	2.7146E+2	meso1
2.7296E+2	2.7143E+2	meso1
2.7337E+2	2.7132E+2	meso1
2.7322E+2	2.7185E+2	meso1
2.7312E+2	2.7105E+2	meso1
2.7305E+2	2.7158E+2	meso1
2.7370E+2	2.7107E+2	meso1
2.7360E+2	2.7113E+2	meso1
2.7318E+2	2.7126E+2	meso1
2.7325E+2	2.7169E+2	meso1
2.7363E+2	2.7140E+2	meso1
2.7330E+2	2.7145E+2	meso1
2.7375E+2	2.7146E+2	meso1
2.7294E+2	2.7126E+2	meso1
2.7354E+2	2.7171E+2	meso1
2.7313E+2	2.7128E+2	meso1
2.7275E+2	2.7164E+2	meso1
2.7312E+2	2.7147E+2	meso1
2.7284E+2	2.7181E+2	meso1
2.7365E+2	2.7080E+2	meso1
2.7395E+2	2.7141E+2	meso1
2.7424E+2	2.7153E+2	meso1
2.7311E+2	2.7143E+2	meso1
2.7365E+2	2.7126E+2	meso1
2.7343E+2	2.7127E+2	meso1
2.7281E+2	2.7183E+2	meso1
2.7383E+2	2.7186E+2	meso1
2.7342E+2	2.7130E+2	meso1
2.7421E+2	2.7109E+2	meso1
2.7360E+2	2.7184E+2	meso1
2.7320E+2	2.7163E+2	meso1
2.7320E+2	2.7160E+2	meso1
2.7325E+2	2.7169E+2	meso1
2.7271E+2	2.7146E+2	meso1
2.7401E+2	2.7185E+2	meso1
2.7346E+2	2.7191E+2	meso1
2.7343E+2	2.7143E+2	meso1
2.7327E+2	2.7177E+2	meso1
2.7421E+2	2.7148E+2	meso1
2.7313E+2	2.7198E+2	meso1
2.7384E+2	2.7118E+2	meso1
2.7371E+2	2.7136E+2	meso1
2.7420E+2	2.7141E+2	meso1
2.7352E+2	2.7117E+2	meso1
2.7381E+2	2.7075E+2	meso1
2.7320E+2	2.7169E+2	meso1
2.7421E+2	2.7172E+2	meso1
2.7409E+2	2.7158E+2	meso1
2.7377E+2	2.7173E+2	meso1
2.7347E+2	2.7142E+2	meso1
2.7357E+2	2.7153E+2	meso1
2.7372E+2	2.7192E+2	meso1
2.7417E+2	2.7175E+2	meso1
2.7347E+2	2.7212E+2	meso1
2.7399E+2	2.7156E+2	meso1
2.7401E+2	2.7168E+2	meso1
2.7369E+2	2.7175E+2	meso1
2.7386E+2	2.7160E+2	meso1
2.7313E+2	2.7138E+2	meso1
2.7398E+2	2.7192E+2	meso1
2.7444E+2	2.7164E+2	meso1
2.7400E+2	2.7142E+2	meso1
2.7363E+2	2.7146E+2	meso1
2.7284E+2	2.7157E+2	meso1
2.7395E+2	2.7252E+2	meso1
2.7459E+2	2.7215E+2	meso1
2.7365E+2	2.7168E+2	meso1
2.7367E+2	2.7184E+2	meso1
2.7343E+2	2.7200E+2	meso1
2.7375E+2	2.7214E+2	meso1
2.7373E+2	2.7191E+2	meso1
2.7360E+2	2.7155E+2	meso1
2.7389E+2	2.7171E+2	meso1
2.7354E+2	2.7115E+2	meso1
2.7395E+2	2.7183E+2	meso1
2.7316E+2	2.7179E+2	meso1
2.7433E+2	2.7169E+2	meso1
2.7352E+2	2.7158E+2	meso1
2.7429E+2	2.7152E+2	meso1
2.7387E+2	2.7220E+2	meso1
2.7415E+2	2.7196E+2	meso1
2.7389E+2	2.7169E+2	meso1
2.7382E+2	2.7179E+2	meso1
2.7427E+2	2.7183E+2	meso1
2.7420E+2	2.7156E+2	meso1
2.7385E+2	2.7168E+2	meso1
2.7422E+2	2.7228E+2	meso1
2.7403E+2	2.7148E+2	meso1
2.7363E+2	2.7145E+2	meso1
2.7362E+2	2.7196E+2	meso1
2.7366E+2	2.7222E+2	meso1
2.7418E+2	2.7185E+2	meso1
2.7387E+2	2.7201E+2	meso1
2.7397E+2	2.7186E+2	meso1
2.7429E+2	2.7214E+2	meso1
2.7358E+2	2.7178E+2	meso1
2.7463E+2	2.7235E+2	meso1
2.7422E+2	2.7191E+2	meso1
2.7365E+2	2.7183E+2	meso1
2.7387E+2	2.7225E+2	meso1
2.7395E+2	2.7181E+2	meso1
2.7355E+2	2.7228E+2	meso1
2.7396E+2	2.7246E+2	meso1
2.7463E+2	2.7186E+2	meso1
2.7364E+2	2.7226E+2	meso1
2.7392E+2	2.7218E+2	meso1
2.7419E+2	2.7138E+2	meso1
2.7349E+2	2.7204E+2	meso1
2.7392E+2	2.7211E+2	meso1
2.7362E+2	2.7237E+2	meso1
2.7449E+2	2.7232E+2	meso1
2.7422E+2	2.7228E+2	meso1
2.7401E+2	2.7172E+2	meso1
2.7430E+2	2.7162E+2	meso1
2.7414E+2	2.7208E+2	meso1
2.7430E+2	2.7180E+2	meso1
2.7361E+2	2.7197E+2	meso1
2.7454E+2	2.7225E+2	meso1
2.7448E+2	2.7215E+2	meso1
2.7401E+2	2.7190E+2	meso1
2.7426E+2	2.7193E+2	meso1
2.7436E+2	2.7221E+2	meso1
2.7398E+2	2.7221E+2	meso1
2.7447E+2	2.7261E+2	meso1
2.7430E+2	2.7186E+2	meso1
2.7424E+2	2.7189E+2	meso1
2.7450E+2	2.7238E+2	meso1
2.7490E+2	2.7211E+2	meso1
2.7375E+2	2.7211E+2	meso1
2.7401E+2	2.7200E+2	meso1
2.7377E+2	2.7259E+2	meso1
2.7425E+2	2.7184E+2	meso1
2.7404E+2	2.7198E+2	meso1
2.7448E+2	2.7191E+2	meso1
2.7479E+2	2.7201E+2	meso1
2.7362E+2	2.7204E+2	meso1
2.7339E+2	2.7255E+2	meso1
2.7429E+2	2.7256E+2	meso1
2.7385E+2	2.7194E+2	meso1
2.7410E+2	2.7175E+2	meso1
2.7442E+2	2.7272E+2	meso1
2.7399E+2	2.7167E+2	meso1
2.7406E+2	2.7220E+2	meso1
2.7420E+2	2.7187E+2	meso1
2.7387E+2	2.7205E+2	meso1
2.7414E+2	2.7204E+2	meso1
2.7394E+2	2.7239E+2	meso1
2.7399E+2	2.7205E+2	meso1
2.7425E+2	2.7201E+2	meso1
2.7408E+2	2.7209E+2	meso1
2.7418E+2	2.7218E+2	meso1
2.7441E+2	2.7210E+2	meso1
2.7446E+2	2.7220E+2	meso1
2.7468E+2	2.7226E+2	meso1
2.7382E+2	2.7208E+2	meso1
2.7485E+2	2.7190E+2	meso1
2.7438E+2	2.7197E+2	meso1
2.7388E+2	2.7254E+2	meso1
2.7409E+2	2.7195E+2	meso1
2.7437E+2	2.7192E+2	meso1
2.7352E+2	2.7233E+2	meso1
2.7504E+2	2.7188E+2	meso1
2.7438E+2	2.7198E+2	meso1
2.7465E+2	2.7181E+2	meso1
2.7416E+2	2.7193E+2	meso1
2.7479E+2	2.7218E+2	meso1
2.7421E+2	2.7198E+2	meso1
2.7456E+2	2.7211E+2	meso1
2.7484E+2	2.7224E+2	meso1
2.7411E+2	2.7216E+2	meso1
2.7428E+2	2.7217E+2	meso1
2.7418E+2	2.7215E+2	meso1
2.7383E+2	2.7210E+2	meso1
2.7511E+2	2.7143E+2	meso1
2.7453E+2	2.7153E+2	meso1
2.7445E+2	2.7190E+2	meso1
2.7433E+2	2.7220E+2	meso1
2.7397E+2	2.7149E+2	meso1
2.7444E+2	2.7222E+2	meso1
2.7442E+2	2.7205E+2	meso1
2.7455E+2	2.7217E+2	meso1
2.7459E+2	2.7155E+2	meso1
2.7419E+2	2.7206E+2	meso1
2.7444E+2	2.7250E+2	meso1
2.7448E+2	2.7190E+2	meso1
2.7480E+2	2.7186E+2	meso1
2.7505E+2	2.7236E+2	meso1
2.7496E+2	2.7190E+2	meso1
2.7402E+2	2.7229E+2	meso1
2.7465E+2	2.7201E+2	meso1
2.7488E+2	2.7186E+2	meso1
2.7422E+2	2.7207E+2	meso1
2.7468E+2	2.7206E+2	meso1
2.7477E+2	2.7230E+2	meso1
2.7448E+2	2.7250E+2	meso1
2.7487E+2	2.7218E+2	meso1
2.7478E+2	2.7208E+2	meso1
2.7440E+2	2.7213E+2	meso1
2.7408E+2	2.7274E+2	meso1
2.7497E+2	2.7184E+2	meso1
2.7488E+2	2.7188E+2	meso1
2.7499E+2	2.7224E+2	meso1
2.7515E+2	2.7222E+2	meso1
2.7464E+2	2.7246E+2	meso1
2.7441E+2	2.7233E+2	meso1
2.7534E+2	2.7221E+2	meso1
2.7463E+2	2.7169E+2	meso1
2.7409E+2	2.7214E+2	meso1
2.7459E+2	2.7211E+2	meso1
2.7455E+2	2.7198E+2	meso1
2.7516E+2	2.7230E+2	meso1
2.7462E+2	2.7227E+2	meso1
2.7514E+2	2.7187E+2	meso1
2.7513E+2	2.7203E+2	meso1
2.7501E+2	2.7196E+2	meso1
2.7426E+2	2.7233E+2	meso1
2.7515E+2	2.7247E+2	meso1
2.7462E+2	2.7229E+2	meso1
2.7425E+2	2.7222E+2	meso1
2.7501E+2	2.7189E+2	meso1
2.7478E+2	2.7187E+2	meso1
2.7502E+2	2.7173E+2	meso1
2.7441E+2	2.7266E+2	meso1
2.7458E+2	2.7207E+2	meso1
2.7504E+2	2.7201E+2	meso1
2.7504E+2	2.7238E+2	meso1
2.7481E+2	2.7200E+2	meso1
2.7504E+2	2.7241E+2	meso1
2.7483E+2	2.7213E+2	meso1
2.7465E+2	2.7225E+2	meso1
2.7410E+2	2.7222E+2	meso1
2.7459E+2	2.7237E+2	meso1
2.7465E+2	2.7254E+2	meso1
2.7472E+2	2.7234E+2	meso1
2.7452E+2	2.7225E+2	meso1
2.7478E+2	2.7230E+2	meso1
2.7464E+2	2.7224E+2	meso1
2.7497E+2	2.7247E+2	meso1
2.7460E+2	2.7229E+2	meso1
2.7471E+2	2.7199E+2	meso1
2.7406E+2	2.7251E+2	meso1
2.7488E+2	2.7251E+2	meso1
2.7474E+2	2.7226E+2	meso1
2.7422E+2	2.7243E+2	meso1
2.7470E+2	2.7319E+2	meso1
2.7453E+2	2.7300E+2	meso1
2.7417E+2	2.7220E+2	meso1
2.7443E+2	2.7264E+2	meso1
2.7387E+2	2.7248E+2	meso1
2.7463E+2	2.7270E+2	meso1
2.7474E+2	2.7213E+2	meso1
2.7445E+2	2.7226E+2	meso1
2.7450E+2	2.7254E+2	meso1
2.7408E+2	2.7278E+2	meso1
2.7451E+2	2.7221E+2	meso1
2.7493E+2	2.7177E+2	meso1
2.7459E+2	2.7251E+2	meso1
2.7530E+2	2.7258E+2	meso1
2.7457E+2	2.7240E+2	meso1
2.7491E+2	2.7279E+2	meso1
2.7468E+2	2.7225E+2	meso1
2.7451E+2	2.7242E+2	meso1
2.7443E+2	2.7246E+2	meso1
2.7471E+2	2.7265E+2	meso1
2.7450E+2	2.7249E+2	meso1
2.7509E+2	2.7247E+2	meso1
2.7483E+2	2.7209E+2	meso1
2.7440E+2	2.7268E+2	meso1
2.7461E+2	2.7276E+2	meso1
2.7519E+2	2.7277E+2	meso1
2.7473E+2	2.7222E+2	meso1
2.7436E+2	2.7262E+2	meso1
2.7424E+2	2.7265E+2	meso1
2.7491E+2	2.7243E+2	meso1
2.7453E+2	2.7266E+2	meso1
2.7487E+2	2.7255E+2	meso1
2.7497E+2	2.7252E+2	meso1
2.7470E+2	2.7263E+2	meso1
2.7391E+2	2.7217E+2	meso1
2.7403E+2	2.7296E+2	meso1
2.7501E+2	2.7303E+2	meso1
2.7531E+2	2.7229E+2	meso1
2.7440E+2	2.7281E+2	meso1
2.7434E+2	2.7270E+2	meso1
2.7440E+2	2.7233E+2	meso1
2.7485E+2	2.7268E+2	meso1
2.7475E+2	2.7200E+2	meso1
2.7447E+2	2.7248E+2	meso1
2.7442E+2	2.7244E+2	meso1
2.7457E+2	2.7260E+2	meso1
2.7423E+2	2.7245E+2	meso1
2.7487E+2	2.7253E+2	meso1
2.7477E+2	2.7213E+2	meso1
2.7431E+2	2.7255E+2	meso1
2.7468E+2	2.7245E+2	meso1
2.7442E+2	2.7214E+2	meso1
2.7453E+2	2.7253E+2	meso1
2.7435E+2	2.7305E+2	meso1
2.7415E+2	2.7309E+2	meso1
2.7453E+2	2.7274E+2	meso1
2.7415E+2	2.7256E+2	meso1
2.7442E+2	2.7221E+2	meso1
2.7455E+2	2.7232E+2	meso1
2.7441E+2	2.7243E+2	meso1
2.7460E+2	2.7240E+2	meso1
2.7523E+2	2.7213E+2	meso1
2.7517E+2	2.7228E+2	meso1
2.7456E+2	2.7206E+2	meso1
2.7437E+2	2.7240E+2	meso1
2.7529E+2	2.7233E+2	meso1
2.7455E+2	2.7208E+2	meso1
2.7490E+2	2.7259E+2	meso1
2.7455E+2	2.7268E+2	meso1
2.7455E+2	2.7240E+2	meso1
2.7479E+2	2.7223E+2	meso1
2.7451E+2	2.7294E+2	meso1
2.7511E+2	2.7258E+2	meso1
2.7470E+2	2.7275E+2	meso1
2.7465E+2	2.7279E+2	meso1
2.7450E+2	2.7230E+2	meso1
2.7440E+2	2.7253E+2	meso1
2.7468E+2	2.7290E+2	meso1
2.7389E+2	2.7266E+2	meso1
2.7446E+2	2.7290E+2	meso1
2.7455E+2	2.7286E+2	meso1
2.7492E+2	2.7284E+2	meso1
2.7464E+2	2.7294E+2	meso1
2.7501E+2	2.7236E+2	meso1
2.7397E+2	2.7291E+2	meso1
2.7475E+2	2.7236E+2	meso1
2.7501E+2	2.7289E+2	meso1
2.7516E+2	2.7279E+2	meso1
2.7483E+2	2.7297E+2	meso1
2.7467E+2	2.7295E+2	meso1
2.7485E+2	2.7243E+2	meso1
2.7455E+2	2.7232E+2	meso1
2.7456E+2	2.7253E+2	meso1
2.7448E+2	2.7266E+2	meso1
2.7418E+2	2.7319E+2	meso1
2.7377E+2	2.7237E+2	meso1
2.7421E+2	2.7265E+2	meso1
2.7490E+2	2.7268E+2	meso1
2.7500E+2	2.7227E+2	meso1
2.7447E+2	2.7262E+2	meso1
2.7401E+2	2.7273E+2	meso1
2.7492E+2	2.7237E+2	meso1
2.7464E+2	2.7299E+2	meso1
2.7441E+2	2.7298E+2	meso1
2.7429E+2	2.7277E+2	meso1
2.7516E+2	2.7276E+2	meso1
2.7470E+2	2.7230E+2	meso1
2.7454E+2	2.7279E+2	meso1
2.7496E+2	2.7256E+2	meso1
2.7497E+2	2.7238E+2	meso1
2.7460E+2	2.7279E+2	meso1
2.7468E+2	2.7250E+2	meso1
2.7462E+2	2.7294E+2	meso1
2.7530E+2	2.7274E+2	meso1
2.7462E+2	2.7248E+2	meso1
2.7435E+2	2.7298E+2	meso1
2.7475E+2	2.7256E+2	meso1
2.7450E+2	2.7240E+2	meso1
2.7439E+2	2.7266E+2	meso1
2.7474E+2	2.7291E+2	meso1
2.7411E+2	2.7259E+2	meso1
2.7545E+2	2.7257E+2	meso1
2.7442E+2	2.7297E+2	meso1
2.7491E+2	2.7282E+2	meso1
2.7537E+2	2.7276E+2	meso1
2.7488E+2	2.7290E+2	meso1
2.7465E+2	2.7298E+2	meso1
2.7472E+2	2.7277E+2	meso1
2.7447E+2	2.7247E+2	meso1
2.7488E+2	2.7248E+2	meso1
2.7441E+2	2.7224E+2	meso1
2.7455E+2	2.7290E+2	meso1
2.7498E+2	2.7290E+2	meso1
2.7529E+2	2.7253E+2	meso1
2.7477E+2	2.7323E+2	meso1
2.7482E+2	2.7286E+2	meso1
2.7532E+2	2.7302E+2	meso1
2.7463E+2	2.7313E+2	meso1
2.7462E+2	2.7305E+2	meso1
2.7463E+2	2.7255E+2	meso1
2.7474E+2	2.7295E+2	meso1
2.7461E+2	2.7257E+2	meso1
2.7505E+2	2.7278E+2	meso1
2.7498E+2	2.7293E+2	meso1
2.7528E+2	2.7321E+2	meso1
2.7465E+2	2.7271E+2	meso1
2.7445E+2	2.7327E+2	meso1
2.7454E+2	2.7287E+2	meso1
2.7482E+2	2.7272E+2	meso1
2.7504E+2	2.7312E+2	meso1
2.7433E+2	2.7289E+2	meso1
2.7506E+2	2.7282E+2	meso1
2.7431E+2	2.7255E+2	meso1
2.7475E+2	2.7272E+2	meso1
2.7457E+2	2.7231E+2	meso1
2.7501E+2	2.7292E+2	meso1
2.7337E+2	2.7310E+2	meso1
2.7499E+2	2.7262E+2	meso1
2.7490E+2	2.7272E+2	meso1
2.7493E+2	2.7275E+2	meso1
2.7481E+2	2.7297E+2	meso1
2.7529E+2	2.7280E+2	meso1
2.7473E+2	2.7284E+2	meso1
2.7513E+2	2.7283E+2	meso1
2.7501E+2	2.7283E+2	meso1
2.7532E+2	2.7290E+2	meso1
2.7473E+2	2.7318E+2	meso1
2.7465E+2	2.7287E+2	meso1
2.7424E+2	2.7308E+2	meso1
2.7441E+2	2.7294E+2	meso1
2.7552E+2	2.7237E+2	meso1
2.7435E+2	2.7272E+2	meso1
2.7413E+2	2.7250E+2	meso1
2.7521E+2	2.7252E+2	meso1
2.7475E+2	2.7272E+2	meso1
2.7443E+2	2.7320E+2	meso1
2.7458E+2	2.7311E+2	meso1
2.7458E+2	2.7320E+2	meso1
2.7458E+2	2.7286E+2	meso1
2.7435E+2	2.7262E+2	meso1
2.7399E+2	2.7287E+2	meso1
2.7511E+2	2.7297E+2	meso1
2.7457E+2	2.7274E+2	meso1
2.7472E+2	2.7310E+2	meso1
2.7456E+2	2.7273E+2	meso1
2.7394E+2	2.7270E+2	meso1
2.7471E+2	2.7254E+2	meso1
2.7529E+2	2.7280E+2	meso1
2.7467E+2	2.7344E+2	meso1
2.7411E+2	2.7268E+2	meso1
2.7459E+2	2.7268E+2	meso1
2.7474E+2	2.7249E+2	meso1
2.7537E+2	2.7316E+2	meso1
2.7470E+2	2.7227E+2	meso1
2.7533E+2	2.7274E+2	meso1
2.7562E+2	2.7303E+2	meso1
2.7495E+2	2.7282E+2	meso1
2.7528E+2	2.7285E+2	meso1
2.7506E+2	2.7292E+2	meso1
2.7501E+2	2.7194E+2	meso1
2.7503E+2	2.7295E+2	meso1
2.7466E+2	2.7293E+2	meso1
2.7448E+2	2.7272E+2	meso1
2.7492E+2	2.7262E+2	meso1
2.7519E+2	2.7308E+2	meso1
2.7464E+2	2.7256E+2	meso1
2.7466E+2	2.7277E+2	meso1
2.7518E+2	2.7265E+2	meso1
2.7532E+2	2.7268E+2	meso1
2.7501E+2	2.7256E+2	meso1
2.7546E+2	2.7289E+2	meso1
2.7503E+2	2.7281E+2	meso1
2.7535E+2	2.7258E+2	meso1
2.7458E+2	2.7316E+2	meso1
2.7515E+2	2.7257E+2	meso1
2.7519E+2	2.7280E+2	meso1
2.7511E+2	2.7292E+2	meso1
2.7511E+2	2.7321E+2	meso1
2.7510E+2	2.7288E+2	meso1
2.7524E+2	2.7268E+2	meso1
2.7474E+2	2.7244E+2	meso1
2.7500E+2	2.7271E+2	meso1
2.7550E+2	2.7250E+2	meso1
2.7507E+2	2.7303E+2	meso1
2.7491E+2	2.7282E+2	meso1
2.7475E+2	2.7271E+2	meso1
2.7480E+2	2.7292E+2	meso1
2.7515E+2	2.7262E+2	meso1
2.7553E+2	2.7312E+2	meso1
2.7525E+2	2.7223E+2	meso1
2.7539E+2	2.7290E+2	meso1
2.7570E+2	2.7289E+2	meso1
2.7557E+2	2.7256E+2	meso1
2.7466E+2	2.7330E+2	meso1
2.7473E+2	2.7297E+2	meso1
2.7486E+2	2.7256E+2	meso1
2.7436E+2	2.7235E+2	meso1
2.7528E+2	2.7265E+2	meso1
2.7506E+2	2.7316E+2	meso1
2.7499E+2	2.7298E+2	meso1
2.7552E+2	2.7248E+2	meso1
2.7514E+2	2.7306E+2	meso1
2.7484E+2	2.7282E+2	meso1
2.7543E+2	2.7289E+2	meso1
2.7523E+2	2.7242E+2	meso1
2.7474E+2	2.7262E+2	meso1
2.7549E+2	2.7287E+2	meso1
2.7544E+2	2.7325E+2	meso1
2.7426E+2	2.7286E+2	meso1
2.7513E+2	2.7298E+2	meso1
2.7521E+2	2.7284E+2	meso1
2.7503E+2	2.7253E+2	meso1
2.7523E+2	2.7282E+2	meso1
2.7465E+2	2.7244E+2	meso1
2.7566E+2	2.7264E+2	meso1
2.7502E+2	2.7260E+2	meso1
2.7511E+2	2.7284E+2	meso1
2.7526E+2	2.7235E+2	meso1
2.7495E+2	2.7282E+2	meso1
2.7531E+2	2.7266E+2	meso1
2.7533E+2	2.7221E+2	meso1
2.7475E+2	2.7225E+2	meso1
2.7527E+2	2.7206E+2	meso1
2.7517E+2	2.7304E+2	meso1
2.7526E+2	2.7272E+2	meso1
2.7515E+2	2.7286E+2	meso1
2.7460E+2	2.7310E+2	meso1
2.7496E+2	2.7263E+2	meso1
2.7541E+2	2.7275E+2	meso1
2.7483E+2	2.7271E+2	meso1
2.7525E+2	2.7288E+2	meso1
2.7426E+2	2.7209E+2	meso1
2.7462E+2	2.7311E+2	meso1
2.7472E+2	2.7285E+2	meso1
2.7480E+2	2.7262E+2	meso1
2.7453E+2	2.7245E+2	meso1
2.7466E+2	2.7296E+2	meso1
2.7520E+2	2.7247E+2	meso1
2.7602E+2	2.7259E+2	meso1
2.7535E+2	2.7299E+2	meso1
2.7490E+2	2.7294E+2	meso1
2.7524E+2	2.7271E+2	meso1
2.7531E+2	2.7257E+2	meso1
2.7504E+2	2.7253E+2	meso1
2.7547E+2	2.7221E+2	meso1
2.7546E+2	2.7222E+2	meso1
2.7532E+2	2.7242E+2	meso1
2.7529E+2	2.7286E+2	meso1
2.7535E+2	2.7237E+2	meso1
2.7476E+2	2.7261E+2	meso1
2.7600E+2	2.7253E+2	meso1
2.7505E+2	2.7301E+2	meso1
2.7511E+2	2.7290E+2	meso1
2.7471E+2	2.7244E+2	meso1
2.7481E+2	2.7283E+2	meso1
2.7505E+2	2.7300E+2	meso1
2.7437E+2	2.7253E+2	meso1
2.7540E+2	2.7262E+2	meso1
2.7515E+2	2.7297E+2	meso1
2.7487E+2	2.7292E+2	meso1
2.7554E+2	2.7266E+2	meso1
2.7536E+2	2.7241E+2	meso1
2.7586E+2	2.7223E+2	meso1
2.7563E+2	2.7279E+2	meso1
2.7559E+2	2.7269E+2	meso1
2.7530E+2	2.7269E+2	meso1
2.7478E+2	2.7278E+2	meso1
2.7495E+2	2.7255E+2	meso1
2.7502E+2	2.7268E+2	meso1
2.7475E+2	2.7218E+2	meso1
2.7489E+2	2.7272E+2	meso1
2.7535E+2	2.7242E+2	meso1
2.7474E+2	2.7259E+2	meso1
2.7525E+2	2.7283E+2	meso1
2.7566E+2	2.7291E+2	meso1
2.7519E+2	2.7257E+2	meso1
2.7494E+2	2.7339E+2	meso1
2.7513E+2	2.7305E+2	meso1
2.7500E+2	2.7297E+2	meso1
2.7548E+2	2.7236E+2	meso1
2.7503E+2	2.7263E+2	meso1
2.7508E+2	2.7260E+2	meso1
2.7522E+2	2.7286E+2	meso1
2.7500E+2	2.7255E+2	meso1
2.7500E+2	2.7252E+2	meso1
2.7534E+2	2.7220E+2	meso1
2.7504E+2	2.7249E+2	meso1
2.7499E+2	2.7301E+2	meso1
2.7544E+2	2.7265E+2	meso1
2.7511E+2	2.7271E+2	meso1
2.7520E+2	2.7245E+2	meso1
2.7496E+2	2.7272E+2	meso1
2.7574E+2	2.7271E+2	meso1
2.7546E+2	2.7274E+2	meso1
